name,url,codes,char,category,group,subgroup
"motor scooter","https://github.githubassets.com/images/icons/emoji/unicode/1f6f5.png?v8","1F6F5","🛵","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"motorcycle","https://github.githubassets.com/images/icons/emoji/unicode/1f3cd.png?v8","1F3CD","🏍","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"motorized wheelchair","https://github.githubassets.com/images/icons/emoji/unicode/1f9bc.png?v8","1F9BC","🦼","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"motorway","https://github.githubassets.com/images/icons/emoji/unicode/1f6e3.png?v8","1F6E3","🛣","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"mount fuji","https://github.githubassets.com/images/icons/emoji/unicode/1f5fb.png?v8","1F5FB","🗻","Travel & Places (place-geographic)","Travel & Places","place-geographic"
"mountain","https://github.githubassets.com/images/icons/emoji/unicode/26f0.png?v8","26F0","⛰","Travel & Places (place-geographic)","Travel & Places","place-geographic"
"person mountain biking","https://github.githubassets.com/images/icons/emoji/unicode/1f6b5.png?v8","1F6B5","🚵","People & Body (person-sport)","People & Body","person-sport"
"person mountain biking","https://github.githubassets.com/images/icons/emoji/unicode/1f6b5-2642.png?v8","1F6B5","🚵","People & Body (person-sport)","People & Body","person-sport"
"person mountain biking","https://github.githubassets.com/images/icons/emoji/unicode/1f6b5-2640.png?v8","1F6B5","🚵","People & Body (person-sport)","People & Body","person-sport"
"mountain cableway","https://github.githubassets.com/images/icons/emoji/unicode/1f6a0.png?v8","1F6A0","🚠","Travel & Places (transport-air)","Travel & Places","transport-air"
"mountain railway","https://github.githubassets.com/images/icons/emoji/unicode/1f69e.png?v8","1F69E","🚞","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"snow-capped mountain","https://github.githubassets.com/images/icons/emoji/unicode/1f3d4.png?v8","1F3D4","🏔","Travel & Places (place-geographic)","Travel & Places","place-geographic"
"mouse face","https://github.githubassets.com/images/icons/emoji/unicode/1f42d.png?v8","1F42D","🐭","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"mouse","https://github.githubassets.com/images/icons/emoji/unicode/1f401.png?v8","1F401","🐁","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"movie camera","https://github.githubassets.com/images/icons/emoji/unicode/1f3a5.png?v8","1F3A5","🎥","Objects (light & video)","Objects","light & video"
"moai","https://github.githubassets.com/images/icons/emoji/unicode/1f5ff.png?v8","1F5FF","🗿","Objects (other-object)","Objects","other-object"
"flag: Myanmar (Burma)","https://github.githubassets.com/images/icons/emoji/unicode/1f1f2-1f1ff.png?v8","1F1F2 1F1F2","🇲🇲","Flags (country-flag)","Flags","country-flag"
"Mrs. Claus","https://github.githubassets.com/images/icons/emoji/unicode/1f936.png?v8","1F936","🤶","People & Body (person-fantasy)","People & Body","person-fantasy"
"flexed biceps","https://github.githubassets.com/images/icons/emoji/unicode/1f4aa.png?v8","1F4AA","💪","People & Body (body-parts)","People & Body","body-parts"
"mushroom","https://github.githubassets.com/images/icons/emoji/unicode/1f344.png?v8","1F344","🍄","Food & Drink (food-vegetable)","Food & Drink","food-vegetable"
"musical keyboard","https://github.githubassets.com/images/icons/emoji/unicode/1f3b9.png?v8","1F3B9","🎹","Objects (musical-instrument)","Objects","musical-instrument"
"musical note","https://github.githubassets.com/images/icons/emoji/unicode/1f3b5.png?v8","1F3B5","🎵","Objects (music)","Objects","music"
"musical score","https://github.githubassets.com/images/icons/emoji/unicode/1f3bc.png?v8","1F3BC","🎼","Objects (music)","Objects","music"
"muted speaker","https://github.githubassets.com/images/icons/emoji/unicode/1f507.png?v8","1F507","🔇","Objects (sound)","Objects","sound"
"flag: Myanmar (Burma)","https://github.githubassets.com/images/icons/emoji/unicode/1f1f2-1f1f2.png?v8","1F1F2 1F1F2","🇲🇲","Flags (country-flag)","Flags","country-flag"
"nail polish","https://github.githubassets.com/images/icons/emoji/unicode/1f485.png?v8","1F485","💅","People & Body (hand-prop)","People & Body","hand-prop"
"name badge","https://github.githubassets.com/images/icons/emoji/unicode/1f4db.png?v8","1F4DB","📛","Symbols (other-symbol)","Symbols","other-symbol"
"flag: Namibia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1e6.png?v8","1F1F3 1F1E6","🇳🇦","Flags (country-flag)","Flags","country-flag"
"national park","https://github.githubassets.com/images/icons/emoji/unicode/1f3de.png?v8","1F3DE","🏞","Travel & Places (place-geographic)","Travel & Places","place-geographic"
"flag: Nauru","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1f7.png?v8","1F1F3 1F1F7","🇳🇷","Flags (country-flag)","Flags","country-flag"
"nauseated face","https://github.githubassets.com/images/icons/emoji/unicode/1f922.png?v8","1F922","🤢","Smileys & Emotion (face-unwell)","Smileys & Emotion","face-unwell"
"nazar amulet","https://github.githubassets.com/images/icons/emoji/unicode/1f9ff.png?v8","1F9FF","🧿","Activities (game)","Activities","game"
"neckbeard","https://github.githubassets.com/images/icons/emoji/neckbeard.png?v8",undefined,undefined,undefined,undefined,undefined
"necktie","https://github.githubassets.com/images/icons/emoji/unicode/1f454.png?v8","1F454","👔","Objects (clothing)","Objects","clothing"
"cross mark button","https://github.githubassets.com/images/icons/emoji/unicode/274e.png?v8","274E","❎","Symbols (other-symbol)","Symbols","other-symbol"
"flag: Nepal","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1f5.png?v8","1F1F3 1F1F5","🇳🇵","Flags (country-flag)","Flags","country-flag"
"nerd face","https://github.githubassets.com/images/icons/emoji/unicode/1f913.png?v8","1F913","🤓","Smileys & Emotion (face-glasses)","Smileys & Emotion","face-glasses"
"flag: Netherlands","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1f1.png?v8","1F1F3 1F1F1","🇳🇱","Flags (country-flag)","Flags","country-flag"
"neutral face","https://github.githubassets.com/images/icons/emoji/unicode/1f610.png?v8","1F610","😐","Smileys & Emotion (face-neutral-skeptical)","Smileys & Emotion","face-neutral-skeptical"
"NEW button","https://github.githubassets.com/images/icons/emoji/unicode/1f195.png?v8","1F195","🆕","Symbols (alphanum)","Symbols","alphanum"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1e8.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"new moon","https://github.githubassets.com/images/icons/emoji/unicode/1f311.png?v8","1F311","🌑","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"new moon face","https://github.githubassets.com/images/icons/emoji/unicode/1f31a.png?v8","1F31A","🌚","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"flag: New Zealand","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1ff.png?v8","1F1F3 1F1FF","🇳🇿","Flags (country-flag)","Flags","country-flag"
"newspaper","https://github.githubassets.com/images/icons/emoji/unicode/1f4f0.png?v8","1F4F0","📰","Objects (book-paper)","Objects","book-paper"
"rolled-up newspaper","https://github.githubassets.com/images/icons/emoji/unicode/1f5de.png?v8","1F5DE","🗞","Objects (book-paper)","Objects","book-paper"
"next track button","https://github.githubassets.com/images/icons/emoji/unicode/23ed.png?v8","23ED","⏭","Symbols (av-symbol)","Symbols","av-symbol"
"NG button","https://github.githubassets.com/images/icons/emoji/unicode/1f196.png?v8","1F196","🆖","Symbols (alphanum)","Symbols","alphanum"
"person gesturing NO","https://github.githubassets.com/images/icons/emoji/unicode/1f645-2642.png?v8","1F645","🙅","People & Body (person-gesture)","People & Body","person-gesture"
"person gesturing NO","https://github.githubassets.com/images/icons/emoji/unicode/1f645-2640.png?v8","1F645","🙅","People & Body (person-gesture)","People & Body","person-gesture"
"flag: India","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1ee.png?v8","1F1EE 1F1F3","🇮🇳","Flags (country-flag)","Flags","country-flag"
"flag: Estonia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1ea.png?v8","1F1EA 1F1EA","🇪🇪","Flags (country-flag)","Flags","country-flag"
"flag: Guernsey","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1ec.png?v8","1F1EC 1F1EC","🇬🇬","Flags (country-flag)","Flags","country-flag"
"night with stars","https://github.githubassets.com/images/icons/emoji/unicode/1f303.png?v8","1F303","🌃","Travel & Places (place-other)","Travel & Places","place-other"
"keycap: 9","https://github.githubassets.com/images/icons/emoji/unicode/0039-20e3.png?v8","0039 20E3","9⃣","Symbols (keycap)","Symbols","keycap"
"flag: Niue","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1fa.png?v8","1F1F3 1F1FA","🇳🇺","Flags (country-flag)","Flags","country-flag"
"bell with slash","https://github.githubassets.com/images/icons/emoji/unicode/1f515.png?v8","1F515","🔕","Objects (sound)","Objects","sound"
"no bicycles","https://github.githubassets.com/images/icons/emoji/unicode/1f6b3.png?v8","1F6B3","🚳","Symbols (warning)","Symbols","warning"
"no entry","https://github.githubassets.com/images/icons/emoji/unicode/26d4.png?v8","26D4","⛔","Symbols (warning)","Symbols","warning"
"prohibited","https://github.githubassets.com/images/icons/emoji/unicode/1f6ab.png?v8","1F6AB","🚫","Symbols (warning)","Symbols","warning"
"person gesturing NO","https://github.githubassets.com/images/icons/emoji/unicode/1f645.png?v8","1F645","🙅","People & Body (person-gesture)","People & Body","person-gesture"
"person gesturing NO","https://github.githubassets.com/images/icons/emoji/unicode/1f645-2642.png?v8","1F645","🙅","People & Body (person-gesture)","People & Body","person-gesture"
"person gesturing NO","https://github.githubassets.com/images/icons/emoji/unicode/1f645-2640.png?v8","1F645","🙅","People & Body (person-gesture)","People & Body","person-gesture"
"no mobile phones","https://github.githubassets.com/images/icons/emoji/unicode/1f4f5.png?v8","1F4F5","📵","Symbols (warning)","Symbols","warning"
"face without mouth","https://github.githubassets.com/images/icons/emoji/unicode/1f636.png?v8","1F636","😶","Smileys & Emotion (face-neutral-skeptical)","Smileys & Emotion","face-neutral-skeptical"
"no pedestrians","https://github.githubassets.com/images/icons/emoji/unicode/1f6b7.png?v8","1F6B7","🚷","Symbols (warning)","Symbols","warning"
"no smoking","https://github.githubassets.com/images/icons/emoji/unicode/1f6ad.png?v8","1F6AD","🚭","Symbols (warning)","Symbols","warning"
"non-potable water","https://github.githubassets.com/images/icons/emoji/unicode/1f6b1.png?v8","1F6B1","🚱","Symbols (warning)","Symbols","warning"
"flag: Norfolk Island","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1eb.png?v8","1F1F3 1F1EB","🇳🇫","Flags (country-flag)","Flags","country-flag"
"flag: North Korea","https://github.githubassets.com/images/icons/emoji/unicode/1f1f0-1f1f5.png?v8","1F1F0 1F1F5","🇰🇵","Flags (country-flag)","Flags","country-flag"
"flag: Myanmar (Burma)","https://github.githubassets.com/images/icons/emoji/unicode/1f1f2-1f1f5.png?v8","1F1F2 1F1F2","🇲🇲","Flags (country-flag)","Flags","country-flag"
"flag: Norway","https://github.githubassets.com/images/icons/emoji/unicode/1f1f3-1f1f4.png?v8","1F1F3 1F1F4","🇳🇴","Flags (country-flag)","Flags","country-flag"
"nose","https://github.githubassets.com/images/icons/emoji/unicode/1f443.png?v8","1F443","👃","People & Body (body-parts)","People & Body","body-parts"
"notebook","https://github.githubassets.com/images/icons/emoji/unicode/1f4d3.png?v8","1F4D3","📓","Objects (book-paper)","Objects","book-paper"
"notebook with decorative cover","https://github.githubassets.com/images/icons/emoji/unicode/1f4d4.png?v8","1F4D4","📔","Objects (book-paper)","Objects","book-paper"
"musical notes","https://github.githubassets.com/images/icons/emoji/unicode/1f3b6.png?v8","1F3B6","🎶","Objects (music)","Objects","music"
"nut and bolt","https://github.githubassets.com/images/icons/emoji/unicode/1f529.png?v8","1F529","🔩","Objects (tool)","Objects","tool"
"hollow red circle","https://github.githubassets.com/images/icons/emoji/unicode/2b55.png?v8","2B55","⭕","Symbols (other-symbol)","Symbols","other-symbol"
"O button (blood type)","https://github.githubassets.com/images/icons/emoji/unicode/1f17e.png?v8","1F17E","🅾","Symbols (alphanum)","Symbols","alphanum"
"water wave","https://github.githubassets.com/images/icons/emoji/unicode/1f30a.png?v8","1F30A","🌊","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"octocat","https://github.githubassets.com/images/icons/emoji/octocat.png?v8",undefined,undefined,undefined,undefined,undefined
"octopus","https://github.githubassets.com/images/icons/emoji/unicode/1f419.png?v8","1F419","🐙","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"oden","https://github.githubassets.com/images/icons/emoji/unicode/1f362.png?v8","1F362","🍢","Food & Drink (food-asian)","Food & Drink","food-asian"
"office building","https://github.githubassets.com/images/icons/emoji/unicode/1f3e2.png?v8","1F3E2","🏢","Travel & Places (place-building)","Travel & Places","place-building"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f4bc.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"oil drum","https://github.githubassets.com/images/icons/emoji/unicode/1f6e2.png?v8","1F6E2","🛢","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"OK button","https://github.githubassets.com/images/icons/emoji/unicode/1f197.png?v8","1F197","🆗","Symbols (alphanum)","Symbols","alphanum"
"OK hand","https://github.githubassets.com/images/icons/emoji/unicode/1f44c.png?v8","1F44C","👌","People & Body (hand-fingers-partial)","People & Body","hand-fingers-partial"
"person gesturing OK","https://github.githubassets.com/images/icons/emoji/unicode/1f646-2642.png?v8","1F646","🙆","People & Body (person-gesture)","People & Body","person-gesture"
"person gesturing OK","https://github.githubassets.com/images/icons/emoji/unicode/1f646.png?v8","1F646","🙆","People & Body (person-gesture)","People & Body","person-gesture"
"person gesturing OK","https://github.githubassets.com/images/icons/emoji/unicode/1f646-2640.png?v8","1F646","🙆","People & Body (person-gesture)","People & Body","person-gesture"
"old key","https://github.githubassets.com/images/icons/emoji/unicode/1f5dd.png?v8","1F5DD","🗝","Objects (lock)","Objects","lock"
"older person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d3.png?v8","1F9D3","🧓","People & Body (person)","People & Body","person"
